datetime,pos,neg,neut
2019-11-23,-0.20,-0.24,-0.22
2019-11-24,-0.32,-0.31,-0.31
2019-11-25,-0.29,-0.30,-0.20
2019-11-26,-0.25,-0.18,0.04
2019-11-27,0.47,0.54,0.62
2019-11-28,2.37,2.57,4.91
2019-11-29,1.55,1.36,1.30
2019-11-30,0.20,0.18,-0.04
