datetime,pos,neg,neut
2019-11-19,-0.66,-0.75,-0.64
2019-11-20,-0.44,-0.57,-0.49
2019-11-21,0.00,0.00,0.00
2019-11-22,-0.40,-0.33,-0.37
2019-11-23,-0.23,-0.33,-0.32
2019-11-24,-0.40,-0.41,-0.35
2019-11-25,0.07,0.00,0.18
2019-11-26,0.34,0.30,0.45
2019-11-27,2.03,1.97,1.79
2019-11-28,2.59,3.01,2.88
2019-11-29,0.86,0.96,0.84
2019-11-30,0.00,0.05,0.00
