datetime,pos,neg,neut
2019-11-20,-0.96,-0.57,-0.61
2019-11-21,0.00,0.00,0.00
2019-11-22,-0.77,-0.51,-0.55
2019-11-23,-0.71,-0.38,-0.50
2019-11-24,0.09,0.13,0.01
2019-11-25,0.13,0.18,0.29
2019-11-26,-0.09,-0.13,-0.01
2019-11-27,0.40,0.89,1.50
2019-11-28,1.41,0.84,0.53
2019-11-29,1.67,0.79,2.31
2019-11-30,-0.54,-0.31,-0.55
