datetime,pos,neg,neut
2019-11-19,-0.44,-0.49,-0.40
2019-11-20,-0.32,-0.33,-0.27
2019-11-21,0.00,0.00,0.00
2019-11-22,-0.03,-0.09,0.00
2019-11-23,-0.17,-0.17,-0.40
2019-11-24,-0.21,-0.22,-0.40
2019-11-25,0.00,0.00,-0.24
2019-11-26,0.40,0.48,0.00
2019-11-27,1.99,2.34,2.40
2019-11-28,2.47,3.28,1.60
2019-11-29,1.21,1.04,1.28
2019-11-30,0.38,0.58,0.05
