datetime,pos,neg,neut
2019-11-14,-0.59,-0.60,-0.87
2019-11-15,0.30,0.00,-0.53
2019-11-16,-0.27,-0.47,-0.93
2019-11-17,-0.33,-0.43,-0.80
2019-11-18,-0.54,-0.55,-0.67
2019-11-19,-0.29,-0.15,0.84
2019-11-20,-0.41,-0.48,-0.67
2019-11-21,0.28,0.01,0.33
2019-11-22,0.00,0.27,0.00
2019-11-23,-0.45,-0.42,-0.91
2019-11-24,-0.57,-0.55,-0.53
2019-11-25,0.59,0.64,0.13
2019-11-26,0.61,0.53,0.03
2019-11-27,1.21,1.65,0.89
2019-11-28,1.88,1.85,1.18
2019-11-29,1.02,0.92,0.34
2019-11-30,0.00,0.00,0.13
