datetime,tradePrice,change,changePrice
2016-08-31,2034.65,FALL,5.09
2016-09-01,2032.72,FALL,1.93
2016-09-02,2038.31,RISE,5.59
2016-09-05,2060.08,RISE,21.77
2016-09-06,2066.53,RISE,6.45
2016-09-07,2061.88,FALL,4.65
2016-09-08,2063.73,RISE,1.85
2016-09-09,2037.87,FALL,25.86
2016-09-12,1991.48,FALL,46.39
2016-09-13,1999.36,RISE,7.88
2016-09-19,2015.78,RISE,16.42
2016-09-20,2025.71,RISE,9.93
2016-09-21,2035.99,RISE,10.28
2016-09-22,2049.70,RISE,13.71
2016-09-23,2054.07,RISE,4.37
2016-09-26,2047.11,FALL,6.96
2016-09-27,2062.82,RISE,15.71
2016-09-28,2053.06,FALL,9.76
2016-09-29,2068.72,RISE,15.66
2016-09-30,2043.63,FALL,25.09
2016-10-04,2054.86,RISE,11.23
2016-10-05,2053.00,FALL,1.86
2016-10-06,2065.30,RISE,12.30
2016-10-07,2053.80,FALL,11.50
2016-10-10,2056.82,RISE,3.02
2016-10-11,2031.93,FALL,24.89
2016-10-12,2033.73,RISE,1.80
2016-10-13,2015.44,FALL,18.29
2016-10-14,2022.66,RISE,7.22
2016-10-17,2027.61,RISE,4.95
2016-10-18,2040.43,RISE,12.82
2016-10-19,2040.94,RISE,0.51
2016-10-20,2040.60,FALL,0.34
2016-10-21,2033.00,FALL,7.60
2016-10-24,2047.74,RISE,14.74
2016-10-25,2037.17,FALL,10.57
2016-10-26,2013.89,FALL,23.28
2016-10-27,2024.12,RISE,10.23
2016-10-28,2019.42,FALL,4.70
2016-10-31,2008.19,FALL,11.23
2016-11-01,2007.39,FALL,0.80
2016-11-02,1978.94,FALL,28.45
2016-11-03,1983.80,RISE,4.86
2016-11-04,1982.02,FALL,1.78
2016-11-07,1997.58,RISE,15.56
2016-11-08,2003.38,RISE,5.80
2016-11-09,1958.38,FALL,45.00
2016-11-10,2002.60,RISE,44.22
2016-11-11,1984.43,FALL,18.17
2016-11-14,1974.40,FALL,10.03
2016-11-15,1967.53,FALL,6.87
2016-11-16,1979.65,RISE,12.12
2016-11-17,1980.55,RISE,0.90
2016-11-18,1974.58,FALL,5.97
2016-11-21,1966.05,FALL,8.53
2016-11-22,1983.47,RISE,17.42
2016-11-23,1987.95,RISE,4.48
2016-11-24,1971.26,FALL,16.69
2016-11-25,1974.46,RISE,3.20
2016-11-28,1978.13,RISE,3.67
2016-11-29,1978.39,RISE,0.26
2016-11-30,1983.48,RISE,5.09
2016-12-01,1983.75,RISE,0.27
2016-12-02,1970.61,FALL,13.14
2016-12-05,1963.36,FALL,7.25
2016-12-06,1989.86,RISE,26.50
2016-12-07,1991.89,RISE,2.03
2016-12-08,2031.07,RISE,39.18
2016-12-09,2024.69,FALL,6.38
2016-12-12,2027.24,RISE,2.55
2016-12-13,2035.98,RISE,8.74
2016-12-14,2036.87,RISE,0.89
2016-12-15,2036.65,FALL,0.22
2016-12-16,2042.24,RISE,5.59
2016-12-19,2038.39,FALL,3.85
2016-12-20,2041.94,RISE,3.55
2016-12-21,2037.96,FALL,3.98
2016-12-22,2035.73,FALL,2.23
2016-12-23,2035.90,RISE,0.17
2016-12-26,2037.75,RISE,1.85
2016-12-27,2042.17,RISE,4.42
2016-12-28,2024.49,FALL,17.68
2016-12-29,2026.46,RISE,1.97
2017-01-02,2026.16,FALL,0.30
2017-01-03,2043.97,RISE,17.81
2017-01-04,2045.64,RISE,1.67
2017-01-05,2041.95,FALL,3.69
2017-01-06,2049.12,RISE,7.17
2017-01-09,2048.78,FALL,0.34
2017-01-10,2045.12,FALL,3.66
2017-01-11,2075.17,RISE,30.05
2017-01-12,2087.14,RISE,11.97
2017-01-13,2076.79,FALL,10.35
2017-01-16,2064.17,FALL,12.62
2017-01-17,2071.87,RISE,7.70
2017-01-18,2070.54,FALL,1.33
2017-01-19,2072.79,RISE,2.25
2017-01-20,2065.61,FALL,7.18
2017-01-23,2065.99,RISE,0.38
2017-01-24,2065.76,FALL,0.23
2017-01-25,2066.94,RISE,1.18
2017-01-26,2083.59,RISE,16.65
2017-01-31,2067.57,FALL,16.02
2017-02-01,2080.48,RISE,12.91
2017-02-02,2071.01,FALL,9.47
2017-02-03,2073.16,RISE,2.15
2017-02-06,2077.66,RISE,4.50
2017-02-07,2075.21,FALL,2.45
2017-02-08,2065.08,FALL,10.13
2017-02-09,2065.88,RISE,0.80
2017-02-10,2075.08,RISE,9.20
2017-02-13,2078.65,RISE,3.57
2017-02-14,2074.57,FALL,4.08
2017-02-15,2083.86,RISE,9.29
2017-02-16,2081.84,FALL,2.02
2017-02-17,2080.58,FALL,1.26
2017-02-20,2084.39,RISE,3.81
2017-02-21,2102.93,RISE,18.54
2017-02-22,2106.61,RISE,3.68
2017-02-23,2107.63,RISE,1.02
2017-02-24,2094.12,FALL,13.51
2017-02-27,2085.52,FALL,8.60
2017-02-28,2091.64,RISE,6.12
2017-03-02,2102.65,RISE,11.01
2017-03-03,2078.75,FALL,23.90
2017-03-06,2081.36,RISE,2.61
2017-03-07,2094.05,RISE,12.69
2017-03-08,2095.41,RISE,1.36
2017-03-09,2091.06,FALL,4.35
2017-03-10,2097.35,RISE,6.29
2017-03-13,2117.59,RISE,20.24
2017-03-14,2133.78,RISE,16.19
2017-03-15,2133.00,FALL,0.78
2017-03-16,2150.08,RISE,17.08
2017-03-17,2164.58,RISE,14.50
2017-03-20,2157.01,FALL,7.57
2017-03-21,2178.38,RISE,21.37
2017-03-22,2168.30,FALL,10.08
2017-03-23,2172.72,RISE,4.42
2017-03-24,2168.95,FALL,3.77
2017-03-27,2155.66,FALL,13.29
2017-03-28,2163.31,RISE,7.65
2017-03-29,2166.98,RISE,3.67
2017-03-30,2164.64,FALL,2.34
2017-03-31,2160.23,FALL,4.41
2017-04-03,2167.51,RISE,7.28
2017-04-04,2161.10,FALL,6.41
2017-04-05,2160.85,FALL,0.25
2017-04-06,2152.75,FALL,8.10
2017-04-07,2151.73,FALL,1.02
2017-04-10,2133.32,FALL,18.41
2017-04-11,2123.85,FALL,9.47
2017-04-12,2128.91,RISE,5.06
2017-04-13,2148.61,RISE,19.70
2017-04-14,2134.88,FALL,13.73
2017-04-17,2145.76,RISE,10.88
2017-04-18,2148.46,RISE,2.70
2017-04-19,2138.40,FALL,10.06
2017-04-20,2149.15,RISE,10.75
2017-04-21,2165.04,RISE,15.89
2017-04-24,2173.74,RISE,8.70
2017-04-25,2196.85,RISE,23.11
2017-04-26,2207.84,RISE,10.99
2017-04-27,2209.46,RISE,1.62
2017-04-28,2205.44,FALL,4.02
2017-05-02,2219.67,RISE,14.23
2017-05-04,2241.24,RISE,21.57
2017-05-08,2292.76,RISE,51.52
2017-05-10,2270.12,FALL,22.64
2017-05-11,2296.37,RISE,26.25
2017-05-12,2286.02,FALL,10.35
2017-05-15,2290.65,RISE,4.63
2017-05-16,2295.33,RISE,4.68
2017-05-17,2293.08,FALL,2.25
2017-05-18,2286.82,FALL,6.26
2017-05-19,2288.48,RISE,1.66
2017-05-22,2304.03,RISE,15.55
2017-05-23,2311.74,RISE,7.71
2017-05-24,2317.34,RISE,5.60
2017-05-25,2342.93,RISE,25.59
2017-05-26,2355.30,RISE,12.37
2017-05-29,2352.97,FALL,2.33
2017-05-30,2343.68,FALL,9.29
2017-05-31,2347.38,RISE,3.70
2017-06-01,2344.61,FALL,2.77
2017-06-02,2371.72,RISE,27.11
2017-06-05,2368.62,FALL,3.10
2017-06-07,2360.14,FALL,8.48
2017-06-08,2363.57,RISE,3.43
2017-06-09,2381.69,RISE,18.12
2017-06-12,2357.87,FALL,23.82
2017-06-13,2374.70,RISE,16.83
2017-06-14,2372.64,FALL,2.06
2017-06-15,2361.65,FALL,10.99
2017-06-16,2361.83,RISE,0.18
2017-06-19,2370.90,RISE,9.07
2017-06-20,2369.23,FALL,1.67
2017-06-21,2357.53,FALL,11.70
2017-06-22,2370.37,RISE,12.84
2017-06-23,2378.60,RISE,8.23
2017-06-26,2388.66,RISE,10.06
2017-06-27,2391.95,RISE,3.29
2017-06-28,2382.56,FALL,9.39
2017-06-29,2395.66,RISE,13.10
2017-06-30,2391.79,FALL,3.87
2017-07-03,2394.48,RISE,2.69
2017-07-04,2380.52,FALL,13.96
2017-07-05,2388.35,RISE,7.83
2017-07-06,2387.81,FALL,0.54
2017-07-07,2379.87,FALL,7.94
2017-07-10,2382.10,RISE,2.23
2017-07-11,2396.00,RISE,13.90
2017-07-12,2391.77,FALL,4.23
2017-07-13,2409.49,RISE,17.72
2017-07-14,2414.63,RISE,5.14
2017-07-17,2425.10,RISE,10.47
2017-07-18,2426.04,RISE,0.94
2017-07-19,2429.94,RISE,3.90
2017-07-20,2441.84,RISE,11.90
2017-07-21,2450.06,RISE,8.22
2017-07-24,2451.53,RISE,1.47
2017-07-25,2439.90,FALL,11.63
2017-07-26,2434.51,FALL,5.39
2017-07-27,2443.24,RISE,8.73
2017-07-28,2400.99,FALL,42.25
2017-07-31,2402.71,RISE,1.72
2017-08-01,2422.96,RISE,20.25
2017-08-02,2427.63,RISE,4.67
2017-08-03,2386.85,FALL,40.78
2017-08-04,2395.45,RISE,8.60
2017-08-07,2398.75,RISE,3.30
2017-08-08,2394.73,FALL,4.02
2017-08-09,2368.39,FALL,26.34
2017-08-10,2359.47,FALL,8.92
2017-08-11,2319.71,FALL,39.76
2017-08-14,2334.22,RISE,14.51
2017-08-16,2348.26,RISE,14.04
2017-08-17,2361.67,RISE,13.41
2017-08-18,2358.37,FALL,3.30
2017-08-21,2355.00,FALL,3.37
2017-08-22,2365.33,RISE,10.33
2017-08-23,2366.40,RISE,1.07
2017-08-24,2375.84,RISE,9.44
2017-08-25,2378.51,RISE,2.67
2017-08-28,2370.30,FALL,8.21
2017-08-29,2364.74,FALL,5.56
2017-08-30,2372.29,RISE,7.55
2017-08-31,2363.19,FALL,9.10
2017-09-01,2357.69,FALL,5.50
2017-09-04,2329.65,FALL,28.04
2017-09-05,2326.62,FALL,3.03
2017-09-06,2319.82,FALL,6.80
2017-09-07,2346.19,RISE,26.37
2017-09-08,2343.72,FALL,2.47
2017-09-11,2359.08,RISE,15.36
2017-09-12,2365.47,RISE,6.39
2017-09-13,2360.18,FALL,5.29
2017-09-14,2377.66,RISE,17.48
2017-09-15,2386.07,RISE,8.41
2017-09-18,2418.21,RISE,32.14
2017-09-19,2416.05,FALL,2.16
2017-09-20,2412.20,FALL,3.85
2017-09-21,2406.50,FALL,5.70
2017-09-22,2388.71,FALL,17.79
2017-09-25,2380.40,FALL,8.31
2017-09-26,2374.32,FALL,6.08
2017-09-27,2372.57,FALL,1.75
2017-09-28,2373.14,RISE,0.57
2017-09-29,2394.47,RISE,21.33
2017-10-10,2433.81,RISE,39.34
2017-10-11,2458.16,RISE,24.35
2017-10-12,2474.76,RISE,16.60
2017-10-13,2473.62,FALL,1.14
2017-10-16,2480.05,RISE,6.43
2017-10-17,2484.37,RISE,4.32
2017-10-18,2482.91,FALL,1.46
2017-10-19,2473.06,FALL,9.85
2017-10-20,2489.54,RISE,16.48
2017-10-23,2490.05,RISE,0.51
2017-10-24,2490.49,RISE,0.44
2017-10-25,2492.50,RISE,2.01
2017-10-26,2480.63,FALL,11.87
2017-10-27,2496.63,RISE,16.00
2017-10-30,2501.93,RISE,5.30
2017-10-31,2523.43,RISE,21.50
2017-11-01,2556.47,RISE,33.04
2017-11-02,2546.36,FALL,10.11
2017-11-03,2557.97,RISE,11.61
2017-11-06,2549.41,FALL,8.56
2017-11-07,2545.44,FALL,3.97
2017-11-08,2552.40,RISE,6.96
2017-11-09,2550.57,FALL,1.83
2017-11-10,2542.95,FALL,7.62
2017-11-13,2530.35,FALL,12.60
2017-11-14,2526.64,FALL,3.71
2017-11-15,2518.25,FALL,8.39
2017-11-16,2534.79,RISE,16.54
2017-11-17,2533.99,FALL,0.80
2017-11-20,2527.67,FALL,6.32
2017-11-21,2530.70,RISE,3.03
2017-11-22,2540.51,RISE,9.81
2017-11-23,2537.15,FALL,3.36
2017-11-24,2544.33,RISE,7.18
2017-11-27,2507.81,FALL,36.52
2017-11-28,2514.19,RISE,6.38
2017-11-29,2512.90,FALL,1.29
2017-11-30,2476.37,FALL,36.53
2017-12-01,2475.41,FALL,0.96
2017-12-04,2501.67,RISE,26.26
2017-12-05,2510.12,RISE,8.45
2017-12-06,2474.37,FALL,35.75
2017-12-07,2461.98,FALL,12.39
2017-12-08,2464.00,RISE,2.02
2017-12-11,2471.49,RISE,7.49
2017-12-12,2461.00,FALL,10.49
2017-12-13,2480.55,RISE,19.55
2017-12-14,2469.48,FALL,11.07
2017-12-15,2482.07,RISE,12.59
2017-12-18,2481.88,FALL,0.19
2017-12-19,2478.53,FALL,3.35
2017-12-20,2472.37,FALL,6.16
2017-12-21,2429.83,FALL,42.54
2017-12-22,2440.54,RISE,10.71
2017-12-26,2427.34,FALL,13.20
2017-12-27,2436.67,RISE,9.33
2017-12-28,2467.49,RISE,30.82
2018-01-02,2479.65,RISE,12.16
2018-01-03,2486.35,RISE,6.70
2018-01-04,2466.46,FALL,19.89
2018-01-05,2497.52,RISE,31.06
2018-01-08,2513.28,RISE,15.76
2018-01-09,2510.23,FALL,3.05
2018-01-10,2499.75,FALL,10.48
2018-01-11,2487.91,FALL,11.84
2018-01-12,2496.42,RISE,8.51
2018-01-15,2503.73,RISE,7.31
2018-01-16,2521.74,RISE,18.01
2018-01-17,2515.43,FALL,6.31
2018-01-18,2515.81,RISE,0.38
2018-01-19,2520.26,RISE,4.45
2018-01-22,2502.11,FALL,18.15
2018-01-23,2536.60,RISE,34.49
2018-01-24,2538.00,RISE,1.40
2018-01-25,2562.23,RISE,24.23
2018-01-26,2574.76,RISE,12.53
2018-01-29,2598.19,RISE,23.43
2018-01-30,2567.74,FALL,30.45
2018-01-31,2566.46,FALL,1.28
2018-02-01,2568.54,RISE,2.08
2018-02-02,2525.39,FALL,43.15
2018-02-05,2491.75,FALL,33.64
2018-02-06,2453.31,FALL,38.44
2018-02-07,2396.56,FALL,56.75
2018-02-08,2407.62,RISE,11.06
2018-02-09,2363.77,FALL,43.85
2018-02-12,2385.38,RISE,21.61
2018-02-13,2395.19,RISE,9.81
2018-02-14,2421.83,RISE,26.64
2018-02-19,2442.82,RISE,20.99
2018-02-20,2415.12,FALL,27.70
2018-02-21,2429.65,RISE,14.53
2018-02-22,2414.28,FALL,15.37
2018-02-23,2451.52,RISE,37.24
2018-02-26,2457.65,RISE,6.13
2018-02-27,2456.14,FALL,1.51
2018-02-28,2427.36,FALL,28.78
2018-03-02,2402.16,FALL,25.20
2018-03-05,2375.06,FALL,27.10
2018-03-06,2411.41,RISE,36.35
2018-03-07,2401.82,FALL,9.59
2018-03-08,2433.08,RISE,31.26
2018-03-09,2459.45,RISE,26.37
2018-03-12,2484.12,RISE,24.67
2018-03-13,2494.49,RISE,10.37
2018-03-14,2486.08,FALL,8.41
2018-03-15,2492.38,RISE,6.30
2018-03-16,2493.97,RISE,1.59
2018-03-19,2475.03,FALL,18.94
2018-03-20,2485.52,RISE,10.49
2018-03-21,2484.97,FALL,0.55
2018-03-22,2496.02,RISE,11.05
2018-03-23,2416.76,FALL,79.26
2018-03-26,2437.08,RISE,20.32
2018-03-27,2452.06,RISE,14.98
2018-03-28,2419.29,FALL,32.77
2018-03-29,2436.37,RISE,17.08
2018-03-30,2445.85,RISE,9.48
2018-04-02,2444.16,FALL,1.69
2018-04-03,2442.43,FALL,1.73
2018-04-04,2408.06,FALL,34.37
2018-04-05,2437.52,RISE,29.46
2018-04-06,2429.58,FALL,7.94
2018-04-09,2444.08,RISE,14.50
2018-04-10,2450.74,RISE,6.66
2018-04-11,2444.22,FALL,6.52
2018-04-12,2442.71,FALL,1.51
2018-04-13,2455.07,RISE,12.36
2018-04-16,2457.49,RISE,2.42
2018-04-17,2453.77,FALL,3.72
2018-04-18,2479.98,RISE,26.21
2018-04-19,2486.10,RISE,6.12
2018-04-20,2476.33,FALL,9.77
2018-04-23,2474.11,FALL,2.22
2018-04-24,2464.14,FALL,9.97
2018-04-25,2448.81,FALL,15.33
2018-04-26,2475.64,RISE,26.83
2018-04-27,2492.40,RISE,16.76
2018-04-30,2515.38,RISE,22.98
2018-05-02,2505.61,FALL,9.77
2018-05-03,2487.25,FALL,18.36
2018-05-04,2461.38,FALL,25.87
2018-05-08,2449.81,FALL,11.57
2018-05-09,2443.98,FALL,5.83
2018-05-10,2464.16,RISE,20.18
2018-05-11,2477.71,RISE,13.55
2018-05-14,2476.11,FALL,1.60
2018-05-15,2458.54,FALL,17.57
2018-05-16,2459.82,RISE,1.28
2018-05-17,2448.45,FALL,11.37
2018-05-18,2460.65,RISE,12.20
2018-05-21,2465.57,RISE,4.92
2018-05-23,2471.91,RISE,6.34
2018-05-24,2466.01,FALL,5.90
2018-05-25,2460.80,FALL,5.21
2018-05-28,2478.96,RISE,18.16
2018-05-29,2457.25,FALL,21.71
2018-05-30,2409.03,FALL,48.22
2018-05-31,2423.01,RISE,13.98
2018-06-01,2438.96,RISE,15.95
2018-06-04,2447.76,RISE,8.80
2018-06-05,2453.76,RISE,6.00
2018-06-07,2470.58,RISE,16.82
2018-06-08,2451.58,FALL,19.00
2018-06-11,2470.15,RISE,18.57
2018-06-12,2468.83,FALL,1.32
2018-06-14,2423.48,FALL,45.35
2018-06-15,2404.04,FALL,19.44
2018-06-18,2376.24,FALL,27.80
2018-06-19,2340.11,FALL,36.13
2018-06-20,2363.91,RISE,23.80
2018-06-21,2337.83,FALL,26.08
2018-06-22,2357.22,RISE,19.39
2018-06-25,2357.88,RISE,0.66
2018-06-26,2350.92,FALL,6.96
2018-06-27,2342.03,FALL,8.89
2018-06-28,2314.24,FALL,27.79
2018-06-29,2326.13,RISE,11.89
2018-07-02,2271.54,FALL,54.59
2018-07-03,2272.76,RISE,1.22
2018-07-04,2265.46,FALL,7.30
2018-07-05,2257.55,FALL,7.91
2018-07-06,2272.87,RISE,15.32
2018-07-09,2285.80,RISE,12.93
2018-07-10,2294.16,RISE,8.36
2018-07-11,2280.62,FALL,13.54
2018-07-12,2285.06,RISE,4.44
2018-07-13,2310.90,RISE,25.84
2018-07-16,2301.99,FALL,8.91
2018-07-17,2297.92,FALL,4.07
2018-07-18,2290.11,FALL,7.81
2018-07-19,2282.29,FALL,7.82
2018-07-20,2289.19,RISE,6.90
2018-07-23,2269.31,FALL,19.88
2018-07-24,2280.20,RISE,10.89
2018-07-25,2273.03,FALL,7.17
2018-07-26,2289.06,RISE,16.03
2018-07-27,2294.99,RISE,5.93
2018-07-30,2293.51,FALL,1.48
2018-07-31,2295.26,RISE,1.75
2018-08-01,2307.07,RISE,11.81
2018-08-02,2270.20,FALL,36.87
2018-08-03,2287.68,RISE,17.48
2018-08-06,2286.50,FALL,1.18
2018-08-07,2300.16,RISE,13.66
2018-08-08,2301.45,RISE,1.29
2018-08-09,2303.71,RISE,2.26
2018-08-10,2282.79,FALL,20.92
2018-08-13,2248.45,FALL,34.34
2018-08-14,2258.91,RISE,10.46
2018-08-16,2240.80,FALL,18.11
2018-08-17,2247.05,RISE,6.25
2018-08-20,2247.88,RISE,0.83
2018-08-21,2270.06,RISE,22.18
2018-08-22,2273.33,RISE,3.27
2018-08-23,2282.60,RISE,9.27
2018-08-24,2293.21,RISE,10.61
2018-08-27,2299.30,RISE,6.09
2018-08-28,2303.12,RISE,3.82
2018-08-29,2309.03,RISE,5.91
2018-08-30,2307.35,FALL,1.68
2018-08-31,2322.88,RISE,15.53
2018-09-03,2307.03,FALL,15.85
2018-09-04,2315.72,RISE,8.69
2018-09-05,2291.77,FALL,23.95
2018-09-06,2287.61,FALL,4.16
2018-09-07,2281.58,FALL,6.03
2018-09-10,2288.66,RISE,7.08
2018-09-11,2283.20,FALL,5.46
2018-09-12,2282.92,FALL,0.28
2018-09-13,2286.23,RISE,3.31
2018-09-14,2318.25,RISE,32.02
2018-09-17,2303.01,FALL,15.24
2018-09-18,2308.98,RISE,5.97
2018-09-19,2308.46,FALL,0.52
2018-09-20,2323.45,RISE,14.99
2018-09-21,2339.17,RISE,15.72
2018-09-27,2355.43,RISE,16.26
2018-09-28,2343.07,FALL,12.36
2018-10-01,2338.88,FALL,4.19
2018-10-02,2309.57,FALL,29.31
2018-10-04,2274.49,FALL,35.08
2018-10-05,2267.52,FALL,6.97
2018-10-08,2253.83,FALL,13.69
2018-10-10,2228.61,FALL,25.22
2018-10-11,2129.67,FALL,98.94
2018-10-12,2161.85,RISE,32.18
2018-10-15,2145.12,FALL,16.73
2018-10-16,2145.12,EVEN,0.00
2018-10-17,2167.51,RISE,22.39
2018-10-18,2148.31,FALL,19.20
2018-10-19,2156.26,RISE,7.95
2018-10-22,2161.71,RISE,5.45
2018-10-23,2106.10,FALL,55.61
2018-10-24,2097.58,FALL,8.52
2018-10-25,2063.30,FALL,34.28
2018-10-26,2027.15,FALL,36.15
2018-10-29,1996.05,FALL,31.10
2018-10-30,2014.69,RISE,18.64
2018-10-31,2029.69,RISE,15.00
2018-11-01,2024.46,FALL,5.23
2018-11-02,2096.00,RISE,71.54
2018-11-05,2076.92,FALL,19.08
2018-11-06,2089.62,RISE,12.70
2018-11-07,2078.69,FALL,10.93
2018-11-08,2092.63,RISE,13.94
2018-11-09,2086.09,FALL,6.54
2018-11-12,2080.44,FALL,5.65
2018-11-13,2071.23,FALL,9.21
2018-11-14,2068.05,FALL,3.18
2018-11-15,2088.06,RISE,20.01
2018-11-16,2092.40,RISE,4.34
2018-11-19,2100.56,RISE,8.16
2018-11-20,2082.58,FALL,17.98
2018-11-21,2076.55,FALL,6.03
2018-11-22,2069.95,FALL,6.60
2018-11-23,2057.48,FALL,12.47
2018-11-26,2083.02,RISE,25.54
2018-11-27,2099.42,RISE,16.40
2018-11-28,2108.22,RISE,8.80
2018-11-29,2114.10,RISE,5.88
2018-11-30,2096.86,FALL,17.24
2018-12-03,2131.93,RISE,35.07
2018-12-04,2114.35,FALL,17.58
2018-12-05,2101.31,FALL,13.04
2018-12-06,2068.69,FALL,32.62
2018-12-07,2075.76,RISE,7.07
2018-12-10,2053.79,FALL,21.97
2018-12-11,2052.97,FALL,0.82
2018-12-12,2082.57,RISE,29.60
2018-12-13,2095.55,RISE,12.98
2018-12-14,2069.38,FALL,26.17
2018-12-17,2071.09,RISE,1.71
2018-12-18,2062.11,FALL,8.98
2018-12-19,2078.84,RISE,16.73
2018-12-20,2060.12,FALL,18.72
2018-12-21,2061.49,RISE,1.37
2018-12-24,2055.01,FALL,6.48
2018-12-26,2028.01,FALL,27.00
2018-12-27,2028.44,RISE,0.43
2018-12-28,2041.04,RISE,12.60
2019-01-02,2010.00,FALL,31.04
2019-01-03,1993.70,FALL,16.30
2019-01-04,2010.25,RISE,16.55
2019-01-07,2037.10,RISE,26.85
2019-01-08,2025.27,FALL,11.83
2019-01-09,2064.71,RISE,39.44
2019-01-10,2063.28,FALL,1.43
2019-01-11,2075.57,RISE,12.29
2019-01-14,2064.52,FALL,11.05
2019-01-15,2097.18,RISE,32.66
2019-01-16,2106.10,RISE,8.92
2019-01-17,2107.06,RISE,0.96
2019-01-18,2124.28,RISE,17.22
2019-01-21,2124.61,RISE,0.33
2019-01-22,2117.77,FALL,6.84
2019-01-23,2127.78,RISE,10.01
2019-01-24,2145.03,RISE,17.25
2019-01-25,2177.73,RISE,32.70
2019-01-28,2177.30,FALL,0.43
2019-01-29,2183.36,RISE,6.06
2019-01-30,2206.20,RISE,22.84
2019-01-31,2204.85,FALL,1.35
2019-02-01,2203.46,FALL,1.39
2019-02-07,2203.42,FALL,0.04
2019-02-08,2177.05,FALL,26.37
2019-02-11,2180.73,RISE,3.68
2019-02-12,2190.47,RISE,9.74
2019-02-13,2201.48,RISE,11.01
2019-02-14,2225.85,RISE,24.37
2019-02-15,2196.09,FALL,29.76
2019-02-18,2210.89,RISE,14.80
2019-02-19,2205.63,FALL,5.26
2019-02-20,2229.76,RISE,24.13
2019-02-21,2228.66,FALL,1.10
2019-02-22,2230.50,RISE,1.84
2019-02-25,2232.56,RISE,2.06
2019-02-26,2226.60,FALL,5.96
2019-02-27,2234.79,RISE,8.19
2019-02-28,2195.44,FALL,39.35
2019-03-04,2190.66,FALL,4.78
2019-03-05,2179.23,FALL,11.43
2019-03-06,2175.60,FALL,3.63
2019-03-07,2165.79,FALL,9.81
2019-03-08,2137.44,FALL,28.35
2019-03-11,2138.10,RISE,0.66
2019-03-12,2157.18,RISE,19.08
2019-03-13,2148.41,FALL,8.77
2019-03-14,2155.68,RISE,7.27
2019-03-15,2176.11,RISE,20.43
2019-03-18,2179.49,RISE,3.38
2019-03-19,2177.62,FALL,1.87
2019-03-20,2177.10,FALL,0.52
2019-03-21,2184.88,RISE,7.78
2019-03-22,2186.95,RISE,2.07
2019-03-25,2144.86,FALL,42.09
2019-03-26,2148.80,RISE,3.94
2019-03-27,2145.62,FALL,3.18
2019-03-28,2128.10,FALL,17.52
2019-03-29,2140.67,RISE,12.57
2019-04-01,2168.28,RISE,27.61
2019-04-02,2177.18,RISE,8.90
2019-04-03,2203.27,RISE,26.09
2019-04-04,2206.53,RISE,3.26
2019-04-05,2209.61,RISE,3.08
2019-04-08,2210.60,RISE,0.99
2019-04-09,2213.56,RISE,2.96
2019-04-10,2224.39,RISE,10.83
2019-04-11,2224.44,RISE,0.05
2019-04-12,2233.45,RISE,9.01
2019-04-15,2242.88,RISE,9.43
2019-04-16,2248.63,RISE,5.75
2019-04-17,2245.89,FALL,2.74
2019-04-18,2213.77,FALL,32.12
2019-04-19,2216.15,RISE,2.38
2019-04-22,2216.65,RISE,0.50
2019-04-23,2220.51,RISE,3.86
2019-04-24,2201.03,FALL,19.48
2019-04-25,2190.50,FALL,10.53
2019-04-26,2179.31,FALL,11.19
2019-04-29,2216.43,RISE,37.12
2019-04-30,2203.59,FALL,12.84
2019-05-02,2212.75,RISE,9.16
2019-05-03,2196.32,FALL,16.43
2019-05-07,2176.99,FALL,19.33
2019-05-08,2168.01,FALL,8.98
2019-05-09,2102.01,FALL,66.00
2019-05-10,2108.04,RISE,6.03
2019-05-13,2079.01,FALL,29.03
2019-05-14,2081.84,RISE,2.83
2019-05-15,2092.78,RISE,10.94
2019-05-16,2067.69,FALL,25.09
2019-05-17,2055.80,FALL,11.89
2019-05-20,2055.71,FALL,0.09
2019-05-21,2061.25,RISE,5.54
2019-05-22,2064.86,RISE,3.61
2019-05-23,2059.59,FALL,5.27
2019-05-24,2045.31,FALL,14.28
2019-05-27,2044.21,FALL,1.10
2019-05-28,2048.83,RISE,4.62
2019-05-29,2023.32,FALL,25.51
2019-05-30,2038.80,RISE,15.48
2019-05-31,2041.74,RISE,2.94
2019-06-03,2067.85,RISE,26.11
2019-06-04,2066.97,FALL,0.88
2019-06-05,2069.11,RISE,2.14
2019-06-07,2072.33,RISE,3.22
2019-06-10,2099.49,RISE,27.16
2019-06-11,2111.81,RISE,12.32
2019-06-12,2108.75,FALL,3.06
2019-06-13,2103.15,FALL,5.60
2019-06-14,2095.41,FALL,7.74
2019-06-17,2090.73,FALL,4.68
2019-06-18,2098.71,RISE,7.98
2019-06-19,2124.78,RISE,26.07
2019-06-20,2131.29,RISE,6.51
2019-06-21,2125.62,FALL,5.67
2019-06-24,2126.33,RISE,0.71
2019-06-25,2121.64,FALL,4.69
2019-06-26,2121.85,RISE,0.21
2019-06-27,2134.32,RISE,12.47
2019-06-28,2130.62,FALL,3.70
2019-07-01,2129.74,FALL,0.88
2019-07-02,2122.02,FALL,7.72
2019-07-03,2096.02,FALL,26.00
2019-07-04,2108.73,RISE,12.71
2019-07-05,2110.59,RISE,1.86
2019-07-08,2064.17,FALL,46.42
2019-07-09,2052.03,FALL,12.14
2019-07-10,2058.78,RISE,6.75
